title,rating
The Disappearance of Madeleine McCann,6.6
Deadman Wonderland,7.1
Totally Spies!,7.1
Not Me,8.8
The Girlfriend Experience,7
Channel Zero,7.2
The Conners,5.7
The Empress,7.8
Hogan's Heroes,7.8
The Bastard Son & The Devil Himself,7.5
Containment,7.1
Car Masters: Rust to Riches,8.4
Samantha Who?,7.3
The Dick Van Dyke Show,8.4
Lost in Austen,7.4
Brass Eye,8.6
Terriers,8.4
Law of the Lawless,8.3
Dublin Murders,7.1
Flesh and Bone,7.8
This Is England '88,8.3
The Responder,7.4
Snabba Cash,7.6
Duck Dynasty,6.1
Tabula Rasa,8
The Dresden Files,7.6
El Chavo del Ocho,8.7
Food Wars,8.1
The Whispers,7.1
Conversations with a Killer: The John Wayne Gacy Tapes,7.1
Gunpowder,6.6
Love & Anarchy,7.4
Human,7.9
Beastars,7.7
Big Brother,5.5
Battlestar Galactica: The Resistance,7.8
Rubicon,7.9
Industry,7.2
Attila,6.6
The Playlist,7.5
Kakegurui,7.2
Silent Witness,7.9
Hellcats,6.7
Horimiya,8.1
Shades of Blue,7
Copper,7.5
Exit,8.2
Bel-Air,6.3
Man with a Plan,7
Julie and the Phantoms,8.4
Paper Girls,7.3
Man Seeking Woman,7.8
Disjointed,6.7
The Tonight Show with Jay Leno,5.3
Snowdrop,8.2
The Kids in the Hall,8.4
Gran Hotel,8.3
You Me Her,7
Party of Five,6.8
Umbre,8.7
Snagglepuss,6.6
Lilo & Stitch: The Series,6.8
Ouran High School Host Club,8.2
The Murders at White House Farm,7.4
The Pentaverate,6.1
P-Valley,7.3
Around the World in 80 Days,7.2
Smiling Friends,8.5
The Hour,8
Tokyo Ghoul: re,6.7
Home Movies,8.2
Payitaht Abdülhamid,5
Lucky Louie,7.8
So You Think You Can Dance,7
The ABC Murders,6.6
Ugly Americans,8
Kurulus: Osman,7.5
Feels Like Home,8.4
Timon & Pumbaa,7
Ashes to Ashes,8.2
Clarice,6.6
Cardinal,7.8
Cat,8.3
Jane by Design,7.3
Street Fighter: Assassin's Fist,7.2
Third Watch,8
Eli Stone,7.7
The Widow,6.9
My Life as a Teenage Robot,7
The Late Late Show with James Corden,5.7
The Third Day,6.4
Tomorrow,7.9
Chance,7.6
The Glory,8.1
Schmigadoon!,7.3
Perfect Strangers,7.2
CHiPs,6.4
Shahrzad,8
Sam & Cat,5.6
The Nine Lives of Chloe King,7
The Rig,5.8
Parade's End,7.5
Taz-Mania,6.7
Hotel Del Luna,8.1
Biohackers,6.8
Liar,7.1
The Plot Against America,7.3
Tell Me Your Secrets,7.3
Kuzey Güney,7.7
Neverland,6.3
WKRP in Cincinnati,8
Knights of the Zodiac,8.4
Weightlifting Fairy Kim Bok-Joo,8.3
Ordeal by Innocence,7.2
"What's New, Scooby-Doo?",7.3
The Magic School Bus,7.8
The Real Ghostbusters,7.6
Jinn,3.5
National Treasure: Edge of History,5.6
Camp Lazlo!,6.4
Clarence,6.8
Siyavash,3.9
Three Pines,7.3
Sky Rojo,6.6
Sunflower,7.3
The Bugs Bunny/Road Runner Hour,8.5
Legend of the Blue Sea,8.1
Kleo,7.5
Make It or Break It,7.5
The Guild,8.2
La Femme Nikita,7.4
Fabulous Lives of Bollywood Wives,4.3
America's Got Talent,5.8
Brassic,8.4
Puella Magi Madoka Magica,8.2
Dollface,7.4
Penny Dreadful: City of Angels,6.1
Bad Blood,7.5
Surface,7.2
Cuckoo,7.2
The Mists of Avalon,6.8
The Beverly Hillbillies,7.2
Inside Look: The Assassination of Gianni Versace - American Crime Story,7.7
The Color of Magic,6.9
American Housewife,7.4
London Spy,7.4
Shark Tank,7.7
Dancing with the Stars,4.8
Impulse,7.4
Baked,7.7
Bleak House,8.3
Mr. Show with Bob and David,8.4
Hostages,6.7
The Ripper,7.1
Red Band Society,7.9
Too Old to Die Young,7.3
The Club,7.8
BB Ki Vines,9.4
Chapelwaite,7.2
Cranford,8.3
Aarya,7.8
Taskmaster,9
The Rising of the Shield Hero,7.9
Utopia,6.7
The Princess and the Frog,7.1
The Imaginarium of Doctor Parnassus,6.8
Mulan,5.7
Defiance,7.1
White Chicks,5.7
Scary Movie 3,5.5
Ray,7.7
Brüno,5.9
I Know What You Did Last Summer,5.8
Four Brothers,6.8
Remember Me,7.1
Evan Almighty,5.4
Scream 3,5.6
Devil,6.3
Starsky & Hutch,6.1
S.W.A.T.,6
Nightmare Alley,7
I Now Pronounce You Chuck & Larry,5.9
"Planes, Trains & Automobiles",7.6
Kiki's Delivery Service,7.8
Fantastic Beasts: The Secrets of Dumbledore,6.2
Happy Death Day,6.6
The Lost Boys,7.2
Billy Madison,6.3
Pixels,5.6
Ponyo,7.6
The NeverEnding Story,7.3
Good Bye Lenin!,7.7
Lars and the Real Girl,7.3
Bad Santa,7.1
Fun with Dick and Jane,6.2
Kramer vs. Kramer,7.8
Never Let Me Go,7.1
13 Hours,7.3
Seven Years in Tibet,7.1
Under the Skin,6.3
Killing Them Softly,6.2
Smokin' Aces,6.6
Escape from New York,7.1
Mr. Deeds,5.8
The Grudge,5.9
Tower Heist,6.2
Ghost in the Shell,7.9
Awakenings,7.8
Rope,7.9
Maze Runner: The Death Cure,6.2
My Best Friend's Wedding,6.3
Bambi,7.3
The Negotiator,7.3
A Bronx Tale,7.8
We Bought a Zoo,7.1
Final Destination 3,5.8
Last Night in Soho,7
Lost Highway,7.6
A Fish Called Wanda,7.5
Bowling for Columbine,8
The Texas Chainsaw Massacre,6.2
The Nun,5.3
"Love, Rosie",7.1
Winter's Bone,7.1
We Were Soldiers,7.1
Resident Evil: Retribution,5.3
A Serious Man,7
It's Kind of a Funny Story,7.1
"Good Morning, Vietnam",7.3
Hocus Pocus,6.9
This Is 40,6.2
Big Trouble in Little China,7.2
Brooklyn,7.5
Foxcatcher,7
Friday the 13th,6.4
Boyz n the Hood,7.8
Spring Breakers,5.3
Borat Subsequent Moviefilm,6.6
Sonic the Hedgehog,6.5
Peter Pan,7.3
The Other Woman,6
The Constant Gardener,7.4
Horton Hears a Who!,6.8
The Invention of Lying,6.3
Into the Woods,5.9
Kung Fu Hustle,7.7
Freaky Friday,6.3
Blazing Saddles,7.7
Magic Mike,6.1
The Parent Trap,6.6
Carrie,5.8
Raising Arizona,7.3
House of Gucci,6.6
9,7
Rocky V,5.3
Manhattan,7.8
In the Heart of the Sea,6.9
"Dude, Where's My Car?",5.5
This Is Spinal Tap,7.9
Tremors,7.1
Jack the Giant Slayer,6.2
CODA,8
Hush,6.6
RRR,7.9
The Mule,7
Labyrinth,7.3
Roman Holiday,8
Snakes on a Plane,5.5
The Count of Monte Cristo,7.7
The Scorpion King,5.5
The Dark Tower,5.6
Payback,7.1
The Last Stand,6.3
Lara Croft Tomb Raider: The Cradle of Life,5.5
Escape from Alcatraz,7.6
Despicable Me 3,6.2
Get Hard,6
Chasing Amy,7.2
The Devil All the Time,7.1
Mad Max Beyond Thunderdome,6.2
Dumb and Dumber To,5.6
Stuart Little,6
Lady and the Tramp,7.3
Rebecca,8.1
The Visit,6.2
She's Out of My League,6.4
Reign of Fire,6.2
The Bodyguard,6.3
Jennifer's Body,5.4
Joy,6.6
Highlander,7.1
The Great Wall,5.9
Along Came Polly,6
The Curse of the Were-Rabbit,7.5
Irreversible,7.3
Green Zone,6.8
Harold & Kumar Escape from Guantanamo Bay,6.5
Annabelle: Creation,6.5
The Firm,6.8
Trainwreck,6.2
The Recruit,6.6
F9: The Fast Saga,5.2
The Big Sick,7.5
Barbarian,7
Still Alice,7.5
Casper,6.1
From Russia with Love,7.4
R.I.P.D.,5.6
Men in Black: International,5.6
The Book Thief,7.5
"Hail, Caesar!",6.3
K.G.F: Chapter 2,8.3
Glory,7.8
Clerks II,7.3
Billy Elliot,7.7
John Q,7.1
Miller's Crossing,7.7
Tag,6.5
Stalker,8.1
Creed II,7.1
Shallow Hal,6
Gamer,5.7
Phantom Thread,7.4
The Shallows,6.3
The Prince of Egypt,7.2
The Predator,5.3
Deep Blue Sea,5.9
Let's Be Cops,6.4
Margin Call,7.1
Blended,6.5
I Care a Lot,6.3
Identity Thief,5.7
8MM,6.6
The Mortal Instruments: City of Bones,5.8
Strangers on a Train,7.9
Murder Mystery,6
The King,7.3
An Education,7.3
Capote,7.3
My Big Fat Greek Wedding,6.6
Dumbo,7.2
Accepted,6.4
I Saw the Devil,7.8
The Break-Up,5.8
The Strangers,6.1
How to Train Your Dragon: The Hidden World,7.4
Life as We Know It,6.5
Bronson,7
The Men Who Stare at Goats,6.2
Rambo III,5.8
Bill & Ted's Excellent Adventure,6.9
They Live,7.2
Jack Ryan: Shadow Recruit,6.2
Johnny English Reborn,6.3
The Hours,7.5
Sound of Metal,7.7
The Monuments Men,6.1
Last Vegas,6.6
Me and Earl and the Dying Girl,7.7
Nerve,6.5
Hunt for the Wilderpeople,7.8
Hollow Man,5.8
Carol,7.2
Triple Frontier,6.4
The Campaign,6.1
Brothers,7.1
Matchstick Men,7.3
Lights Out,6.3
Jeepers Creepers,6.2
Hairspray,6.7
Man on the Moon,7.4
Cliffhanger,6.5
The Exorcism of Emily Rose,6.7
Coherence,7.2
All About Eve,8.2
Papillon,8
Morbius,5.2
"10,000 BC",5.1
Oculus,6.5
Love and Monsters,6.9
Outbreak,6.6
Killer Elite,6.4
Night of the Living Dead,7.8
16 Blocks,6.6
Kubo and the Two Strings,7.7
Dil Bechara,8.4
Hotel Transylvania 2,6.6
Doubt,7.5
The Kids Are All Right,7
Syriana,6.9
Savages,6.4
Pleasantville,7.5
Wild,7.1
The Guilty,6.3
Evolution,6.1
The Boss Baby,6.3
Hellraiser,6.9
Daybreakers,6.4
The Edge of Seventeen,7.3
Robin Hood,7.5
Ransom,6.7
The Walk,7.3
Fahrenheit 9/11,7.5
Flushed Away,6.6
J. Edgar,6.5
Turning Red,7
The Score,6.8
Æon Flux,5.4
Shanghai Noon,6.6
About Schmidt,7.2
The Bounty Hunter,5.5
Siren,6.9
Chowder,7.4
A Million Little Things,7.9
Long Way Round,8.6
Gentleman Jack,8.2
Taxi,7.7
Troy: Fall of a City,4
Anohana: The Flower We Saw That Day,8.2
The Vicar of Dibley,8
City on a Hill,7.6
Hinterland,7.6
Ghoul,7
Hometown Cha-Cha-Cha,8.4
The Brink,7.7
Sesame Street,8.1
Everwood,7.5
Scooby-Doo! Mystery Incorporated,8.1
V-Wars,6
Easy,6.9
The Prisoner,8.5
The Andromeda Strain,6.1
The Gone Game,8
I Think You Should Leave with Tim Robinson,8
Deutschland 83,8.1
Who's the Boss?,6.6
"Midnight, Texas",7.3
The Dukes of Hazzard,7.1
The Late Show with Stephen Colbert,7.2
Imposters,7.8
Business Proposal,8.1
Yu Yu Hakusho: Ghost Files,8.5
Claymore,8
The Mosquito Coast,6.8
Andromeda,6.6
The Black Donnellys,8.1
Children of Dune,7.3
In the Dark,7.5
Franklin & Bash,7.6
The Devil Next Door,7.5
This Is Going to Hurt,8.4
Degrassi: The Next Generation,7.6
Candy,8.3
Tin Man,7
Goosebumps,7.6
The Wheel of Time: Origins,7
Frequency,7.5
The Glades,7.4
Murderville,6.9
La Mante,7.4
Truth Seekers,7
The Looney Tunes Show,7.7
The North Water,7.6
Highschool of the Dead,7.2
Carlos,7.6
The Boys Presents: Diabolical,6.9
Rocket Boys,8.9
Late Show with David Letterman,7
Inspector Lewis,8.1
Forbidden Love,7.6
Bluey,9.5
Blue Exorcist,7.4
A Teacher,6.9
What's Wrong with Secretary Kim,8.1
Secret Diary of a Call Girl,7.3
Real Time with Bill Maher,7.4
The White Princess,7.5
The Loudest Voice,7.9
The Life and Movies of Erşan Kuneri,6.7
Mushi-Shi,8.5
The Owl House,8.4
My Love from Another Star,8.2
Detective Conan,8.5
Strong Girl Bong-soon,8.2
The Shrink Next Door,7.1
High Fidelity,7.7
To the Lake,7.2
The Pogmentary,1.1
Mistresses,7.1
This Is England '86,8.3
The New Adventures of Old Christine,7.2
Whitechapel,7.8
Shake It Up,4.9
Fate/Zero,8.2
Too Hot to Handle,4.7
Tiny Toon Adventures,7.5
Quarry,8
Nightflyers,5.8
Wu Assassins,6.4
Project Blue Book,7.6
Keep Sweet: Pray and Obey,7.3
What I Like About You,6.6
The Royals,7.4
Late Night with Jimmy Fallon,6.8
In the Flesh,7.9
Bottom,8.3
Video Game High School,7.6
When Calls the Heart,8
Soul Eater,7.8
From Scratch,7.9
The Great Indian Murder,6.8
Becker,7.3
Wings,7.3
Dr. Death,7.6
London Files,7.5
Crossing Lines,7.3
The Little Drummer Girl,7.4
"Roswell, New Mexico",6.3
Jonathan Strange & Mr Norrell,8.1
Charlie's Angels,6.5
Rascal Does Not Dream of Bunny Girl Senpai,8.1
Kitchen Nightmares,7.5
Legends,7.4
Dogs of Berlin,7.5
All Creatures Great and Small,8.6
The Afterparty,7.2
La Brea,5.7
Homicide: Life on the Street,8.7
Cunk on Earth,8.1
Stitchers,6.8
The Outlaws,7.7
The One,6.6
Six,7.2
The Bletchley Circle,7.9
Inside Amy Schumer,6.1
Big Time Rush,6.4
"Sister, Sister",6.3
Apocalypse: The Second World War,9
Comedians in Cars Getting Coffee,8
Echoes,5.9
Abhay,8
Walker,6.1
Emerald City,7.1
Bad Education,7.4
Mr. Bean: The Animated Series,6.8
Hello Ladies,7.4
Shogun,8.1
Get Smart,8.2
Magic City,7.6
The Outer Limits,7.7
Ultimate Spider-Man,7.2
Teenage Bounty Hunters,7.7
Tribes of Europa,6.7
Mushoku Tensei: Jobless Reincarnation,8.4
Whitney,5.7
Popeye the Sailor,7.1
Inspector Morse,8.2
The Voice,6.5
The King: Eternal Monarch,8.1
Wonderfalls,8.3
Sailor Moon,7.6
Boys Over Flowers,7.8
Most Dangerous Game,6.6
"Dr. Quinn, Medicine Woman",6.8
Clerks,7.4
The Crazy Ones,7
Paranoia Agent,8
Sixer,8.6
Father Brown,7.8
Jeeves and Wooster,8.4
Keep Breathing,5.3
Content Cop,8.8
Aquarius,7
Masters of Horror,7.4
Melrose Place,5.9
Invasion,7.5
Second Chance,7.4
The Return of Sherlock Holmes,8.7
Sonny with a Chance,6
Selfie,7.2
Self Made: Inspired by the Life of Madam C.J. Walker,7.3
Once Upon a Time in Wonderland,6.9
The Night Shift,7.4
American Dragon: Jake Long,6.6
George Lopez,6.8
Code Black,8
From the Earth to the Moon,8.6
Mrs. America,7.9
Miraculous: Tales of Ladybug & Cat Noir,7.6
Outsourced,7.6
Made in Abyss,8.4
The Graham Norton Show,8.4
The Bureau,8.7
Early Edition,7.6
Young Wallander,6.9
Gintama,8.7
Freud,6.5
SideHero,6.5
Looking for Alaska,8
In Plain Sight,7.4
The Trials of Gabriel Fernandez,8.1
Sense & Sensibility,8
The Lost Symbol,6.4
X-Men: Evolution,7.8
Green Wing,8.4
Baskets,7.6
The Love Boat,6.2
Search Party,7.6
All American,7.6
Childhood's End,6.8
Konosuba: God's Blessing on This Wonderful World!,7.8
Close Enough,7.8
Black Spot,7.4
Felicity,6.9
Garfield and Friends,7.2
Taarak Mehta Ka Ooltah Chashmah,8.2
Airwolf,6.7
Trinkets,7.1
The Durrells,8.2
Austin & Ally,5.9
Stumptown,7.5
Cyber Vaar,7.8
DreamWorks Dragons,7.9
Red Oaks,7.9
Baccano!,8.2
Wolf Hall,8.1
Captain Planet and the Planeteers,6.7
Inside Edge,7.9
One Of Us Is Lying,6.8
The Client List,6.5
Shantaram,7.5
Teenage Mutant Ninja Turtles,7.9
Darker Than Black,7.7
The Paradise,7.7
Total Drama,7.4
Baby,6.8
Feel Good,7.5
Dirty Sexy Money,7.2
The Road Runner Show,7.9
The Passage,7.2
PEN15,8.1
The Catch,7.1
Secrets and Lies,7.6
The Returned,7
Aaahh!!! Real Monsters,7.2
That Time I Got Reincarnated as a Slime,8.1
"Yes, Prime Minister",8.6
The Frankenstein Chronicles,7.2
The Valley of the Wolves,7.8
Flashpoint,7.8
Through the Wormhole,8.6
Dirin Dirin,8.4
The Legend of Tarzan,6.2
The Power of the Dog,6.8
What Happens in Vegas,6.1
Cool Hand Luke,8.1
Rocketman,7.3
Over the Hedge,6.7
Mary and Max,8.1
The Tree of Life,6.8
Zack and Miri Make a Porno,6.5
Dial M for Murder,8.2
Hot Tub Time Machine,6.4
Ed Wood,7.8
The League of Extraordinary Gentlemen,5.8
Superman,7.4
La haine,8.1
Frozen II,6.8
Radhe,1.9
In the Name of the Father,8.1
The Master,7.1
Mortal Kombat,6
Miss Peregrine's Home for Peculiar Children,6.7
Crazy Rich Asians,6.9
Evil Dead,6.5
Molly's Game,7.4
Surrogates,6.3
The Promise,6
Mary Poppins,7.8
Horrible Bosses 2,6.3
Metropolis,8.3
Jurassic World: Dominion,5.6
Puss in Boots,6.6
He's Just Not That Into You,6.4
Army of the Dead,5.7
Sing,7.1
The Meg,5.6
The Heat,6.6
Milk,7.5
The Last of the Mohicans,7.7
The Hills Have Eyes,6.4
Three Kings,7.1
Insidious: Chapter 2,6.5
Laal Singh Chaddha,5.5
The Bone Collector,6.7
RED 2,6.6
All Quiet on the Western Front,7.8
Resident Evil: Afterlife,5.8
Isle of Dogs,7.8
The Naked Gun: From the Files of Police Squad!,7.6
The Third Man,8.1
The Insider,7.8
Rambo: First Blood Part II,6.5
Need for Speed,6.4
Rush Hour 3,6.2
The Day the Earth Stood Still,5.5
Rampage,6.1
Predator 2,6.3
Hitman,6.2
Deepwater Horizon,7.1
The Lovely Bones,6.6
Team America: World Police,7.2
Road Trip,6.5
Nausicaä of the Valley of the Wind,8
Unbroken,7.2
One Hundred and One Dalmatians,7.3
Steve Jobs,7.2
Alexander,5.6
Blades of Glory,6.3
Lethal Weapon 3,6.7
The Banshees of Inisherin,7.7
Barry Lyndon,8.1
Final Destination 2,6.2
Legends of the Fall,7.5
Exodus: Gods and Kings,6
The Man in the Iron Mask,6.5
The Perfect Storm,6.5
Rashomon,8.2
Immortals,6
Dr. No,7.2
Bumblebee,6.7
King Arthur,6.3
Riddick,6.4
Transporter 3,6
The Old Guard,6.6
Fantastic Four,4.3
Beowulf,6.3
Castle in the Sky,8
The Addams Family,6.9
Luca,7.4
The Cable Guy,6.1
The Waterboy,6.1
Evil Dead II,7.7
Poltergeist,7.3
Punch-Drunk Love,7.3
Michael Clayton,7.2
Searching,7.6
"Definitely, Maybe",7.1
Another Round,7.7
Wonder,7.9
Idiocracy,6.5
The Texas Chain Saw Massacre,7.4
Pokémon: Detective Pikachu,6.5
27 Dresses,6.1
Bee Movie,6.1
Nomadland,7.3
Galaxy Quest,7.4
Monsters vs. Aliens,6.4
Ralph Breaks the Internet,7
The Ghost Writer,7.2
A Time to Kill,7.5
Lethal Weapon 4,6.6
The Last Airbender,4
Kung Fu Panda 3,7.1
Bicycle Thieves,8.3
The Equalizer 2,6.7
Scary Movie 2,5.3
Date Night,6.3
Palm Springs,7.4
Flightplan,6.3
Commando,6.7
Letters from Iwo Jima,7.9
Johnny English,6.2
Bad Boys for Life,6.5
The Sorcerer's Apprentice,6.1
Once Upon a Time in Mexico,6.3
Sin City: A Dame to Kill For,6.5
Saving Mr. Banks,7.5
The Mummy: Tomb of the Dragon Emperor,5.2
Cinderella,7.3
She's the Man,6.3
The Mechanic,6.5
Annabelle,5.4
Buried,7
47 Ronin,6.2
Klaus,8.2
Jack Reacher: Never Go Back,6.1
Adventureland,6.8
Wild Wild West,4.9
Hard Candy,7
Underworld: Rise of the Lycans,6.5
The Father,8.2
The Gift,7
Before Midnight,7.9
Invictus,7.3
London Has Fallen,5.9
Bridge to Terabithia,7.2
The Last Duel,7.4
Roma,7.7
The Green Hornet,5.8
Network,8.1
The Hunchback of Notre Dame,7
Wayne's World,7
Young Frankenstein,8
Next,6.2
Marley & Me,7
Pitch Perfect 2,6.4
The Killing of a Sacred Deer,7
The Maltese Falcon,8
Matilda,7
Allied,7.1
JFK,8
A Christmas Story,7.9
War Horse,7.2
M,8.3
Dirty Harry,7.7
Spy Game,7
Thelma & Louise,7.5
Begin Again,7.4
Double Indemnity,8.3
Ready or Not,6.8
Hercules,6
We Need to Talk About Kevin,7.5
Wall Street,7.3
The Virgin Suicides,7.2
Halloween,6.5
Grown Ups 2,5.3
"Honey, I Shrunk the Kids",6.4
From Hell,6.7
The Orphanage,7.4
Antz,6.5
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3
Abraham Lincoln: Vampire Hunter,5.9
The Running Man,6.6
Yesterday,6.8
On the Waterfront,8.1
Death on the Nile,6.3
The Black Phone,6.9
Jay and Silent Bob Strike Back,6.8
Four Weddings and a Funeral,7.1
The Founder,7.2
The Disaster Artist,7.3
Inside Llewyn Davis,7.4
Underworld: Awakening,6.3
Analyze This,6.7
Raya and the Last Dragon,7.3
One Day,7
Trading Places,7.5
The Lego Batman Movie,7.3
Coach Carter,7.3
Scream 4,6.2
The Skin I Live In,7.6
The Spectacular Now,7.1
The Rocky Horror Picture Show,7.4
Transformers: The Last Knight,5.2
Blue Is the Warmest Colour,7.7
The Purge: Anarchy,6.4
Last Action Hero,6.4
Snowden,7.3
The Post,7.2
Man on a Ledge,6.6
Monster,7.3
The Drop,7
State of Play,7.1
In the Mood for Love,8.1
Onward,7.4
Bad Times at the El Royale,7.1
The Wedding Singer,6.9
Rounders,7.3
Green Street Hooligans,7.4
Pandorum,6.7
Saw IV,5.9
The Handmaiden,8.1
Logan Lucky,7
Kindergarten Cop,6.2
The King's Man,6.3
Tombstone,7.8
Sicario: Day of the Soldado,7
Memoirs of a Geisha,7.3
Conan the Barbarian,6.9
The Time Traveler's Wife,7.1
The Ballad of Buster Scruggs,7.3
Locke,7.1
A Simple Favor,6.8
Crank: High Voltage,6.1
The Way Way Back,7.4
Sleeping Beauty,7.2
Mr. Brooks,7.3
The Lake House,6.8
Dear John,6.3
Vice,7.2
Shoot 'Em Up,6.6
Robots,6.4
I Am Sam,7.6
Vantage Point,6.6
Crimson Peak,6.5
Dogville,8
The Princess Diaries,6.4
Pinocchio,7.5
Cold Mountain,7.2
Roots,8.4
Alfred Hitchcock Presents,8.5
Star-Crossed,7.1
Boss,8.1
Killer Inside: The Mind of Aaron Hernandez,7.4
Breathe: Into the Shadows,7.6
The New Batman Adventures,8.4
Doc Martin,8.4
Da Ali G Show,8
Seven Seconds,7.7
Rookie Blue,7.7
The Magnificent Century,6.8
Inside No. 9,8.5
Descendants of the Sun,8.2
Happy Tree Friends,7
Criminal Justice,8.1
In Treatment,8.3
On My Block,7.9
Heartland,8.5
Trollhunters: Tales of Arcadia,8.4
The Chair,7.2
Gypsy,6.8
Koombiyo,9
Smash,7.7
Extraordinary Attorney Woo,8.7
The Purge,6.5
"Walker, Texas Ranger",5.6
Stalker,7.5
White Lines,6.6
Assassination Classroom,8
Northern Exposure,8.4
The Mick,7.8
Versailles,7.9
Motherland: Fort Salem,7.3
Reservation Dogs,8.1
Bleach: Thousand-Year Blood War,9
Justice League Unlimited,8.7
Death Parade,7.9
Electric Dreams,7.2
All in the Family,8.4
"Two Guys, a Girl and a Pizza Place",7.4
Emma,8.1
Lockwood & Co,7.4
Metalocalypse,8.3
Afro Samurai,7.6
The Ellen DeGeneres Show,6.7
Uncoupled,7
Graceland,7.6
Dickinson,7.6
Pawn Stars,7.2
Undeclared,7.9
Hostel Daze,8.5
Gargoyles,8.1
One Day at a Time,8.2
Sarabhai V/S Sarabhai,9
The New Pope,8.1
The Empire,4.6
Krypton,6.8
The Civil War,9.1
Code M,7.5
Treason,6.3
She-Ra and the Princesses of Power,8
MI-5,8.3
Hellsing,7.8
Horace and Pete,8.5
Çukur,7.5
WeCrashed,7.3
The Bugs Bunny/Looney Tunes Comedy Hour,8.4
Detectorists,8.6
Bonding,7.1
Darkwing Duck,7.6
Robin Hood,7.4
Bandish Bandits,8.6
The River,6.8
Tru Calling,7.4
Brickleberry,7.3
Broken But Beautiful,8.6
The Ricky Gervais Show,8.4
Inuyasha,7.9
Pennyworth,7.9
Jimmy Kimmel Live!,6.5
Jessie,6
No Ordinary Family,6.9
Scenes from a Marriage,8.5
We Bare Bears,7.9
Wayne,8.4
The Finder,7.7
Noragami,7.9
Zoey's Extraordinary Playlist,8.1
Britannia,6.8
Better Things,7.9
Keeping Up Appearances,7.8
Miss Fisher's Murder Mysteries,8.2
"No Game, No Life",7.7
9-1-1: Lone Star,7.1
Brand New Cherry Flavor,7.1
Kardes Payi,8.6
Station 19,6.9
Highlander,7.2
Toradora!,8
Vera,8.1
The Spectacular Spider-Man,8.3
Devil in Ohio,5.9
Farscape: The Peacekeeper Wars,8.2
Zoey 101,6.1
Superman: The Animated Series,8.1
Marianne,7.4
Godfather of Harlem,8.1
Tosh.0,7.3
Primal,8.7
Foyle's War,8.6
Africa,9
NewsRadio,8
I Dream of Jeannie,7.4
Modern Love: Mumbai,7.9
Mr Selfridge,7.7
Night Court,7.7
The Pretender,7.5
H2O: Just Add Water,7.2
McMafia,7.6
Special Ops 1.5: The Himmat Story,8.3
Condor,7.7
As If,9
Hello Mini,7.9
Young & Hungry,7.3
Absentia,7.2
Star vs. the Forces of Evil,7.9
Landscapers,7
The Looming Tower,8
Another,7.5
Miranda,8.2
Campus Diaries,8.9
Kenan & Kel,7.8
A Young Doctor's Notebook & Other Stories,7.8
Chef's Table,8.5
Reba,6.6
The Irregulars,6
Life's Too Short,7.5
What/If,6.3
Shining Girls,7.4
My Brilliant Friend,8.6
Black Lagoon,7.9
Life in Pieces,8
Rogue Heroes,8.1
Love Life,7.5
Galavant,8.1
How to Make It in America,7.9
Breakout Kings,7.2
Patriot,8.2
The Munsters,7.8
Tokyo Ghoul: Root A,7.6
Halston,7.5
Kaguya-sama: Love is War,8.5
"Illegal - Justice, Out of Order",8.1
The Walking Dead: World Beyond,4.4
Wallander,7.8
The Andy Griffith Show,8.4
Raising Dion,7.1
The Time Traveler's Wife,7.7
The English Game,7.6
Gilligan's Island,7.4
Alex Rider,7.5
Three's Company,7.5
Barareh Nights,8.5
Rasbhari,2.8
The Young Ones,8.2
Departure,6.9
Miracle Workers,7.1
Brave New World,7
A.P. Bio,7.4
Grounded for Life,7.5
Home for Christmas,7.7
Growing Pains,6.6
Love 101,7.4
Spinning Out,7.6
Dallas,7.1
The Angry Video Game Nerd,8.5
The Avengers: Earth's Mightiest Heroes,8.3
Resurrection,7.3
Dororo,8.3
Are You Afraid of the Dark?,8.2
Interview with the Vampire,7.1
The Odyssey,7
Yes Minister,8.7
Call My Agent!,8.3
Itaewon Class,8.2
Murdoch Mysteries,8.2
TaleSpin,7.5
Cruel Summer,7.5
The Angry Beavers,7.2
Shaun the Sheep,8.2
Ramy,8
Santa Inc.,1.6
Rurouni Kenshin: Trust and Betrayal,8.6
Suburra: Blood on Rome,7.9
The Defiant Ones,8.5
Treme,8.3
Girl Meets World,7.1
KILL la KILL,7.9
Giri/Haji,7.8
Step by Step,6.5
The Wild Thornberrys,6.6
Slasher,6.7
Grantchester,7.9
The Big C,8.1
Hot in Cleveland,7.4
Cable Girls,7.5
Angel Beats!,7.6
Tin Star,7.2
Who Killed Sara?,6.4
Life Unexpected,7.5
UnREAL,7.8
Y: The Last Man,6
The Valhalla Murders,7.1
Bhaukaal,7.8
Ergo Proxy,7.9
Faking It,7.3
Sanditon,7.7
Believe,7
The Amazing Race,7.8
Mars,7.4
Even Stevens,7.6
Truth Be Told,7.1
The Marvelous Misadventures of Flapjack,7.8
Smoke,7.3
Primeval,7.2
Major Crimes,7.7
A Very English Scandal,7.7
Pew News,8.8
Magnum P.I.,6.1
Serial Experiments Lain,8.1
NYPD Blue,7.7
Katla,7
Karm Yuddh,8.3
Arthur,7.4
The Brady Bunch,6.8
Summer Heights High,8.5
Key and Peele,8.3
Foster's Home for Imaginary Friends,7.6
Salvation,6.9
Rocky II,7.3
Revolutionary Road,7.3
2 Guns,6.7
The Talented Mr. Ripley,7.4
